#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-1537-5p	6.00	hsa-mir-1537	6.00	6.00	0.31
hsa-miR-1537-3p	11.00	hsa-mir-1537	11.00	11.00	0.57
hsa-miR-1538	28.00	hsa-mir-1538	28.00	28.00	1.45
hsa-miR-1539	0.00	hsa-mir-1539	0.00	0	0
hsa-miR-154-5p	0.00	hsa-mir-154	0.00	0	0
hsa-miR-154-3p	0.00	hsa-mir-154	0.00	0	0
hsa-miR-155-5p	57.00	hsa-mir-155	57.00	57.00	2.95
hsa-miR-155-3p	0.00	hsa-mir-155	0.00	0	0
hsa-miR-1587	0.00	hsa-mir-1587	0.00	0	0
hsa-miR-15a-5p	8108.00	hsa-mir-15a	8108.00	8108.00	418.97
hsa-miR-15a-3p	45.00	hsa-mir-15a	45.00	45.00	2.33
hsa-miR-15b-5p	8734.00	hsa-mir-15b	8734.00	8734.00	451.32
hsa-miR-15b-3p	3852.00	hsa-mir-15b	3852.00	3852.00	199.05
hsa-miR-16-5p	256313.00	hsa-mir-16-1	256313.00	256313.00	13244.67
hsa-miR-16-1-3p	86.00	hsa-mir-16-1	86.00	86.00	4.44
hsa-miR-16-5p	256570.00	hsa-mir-16-2	256570.00	256570.00	13257.95
hsa-miR-16-2-3p	4763.00	hsa-mir-16-2	4763.00	4763.00	246.12
hsa-miR-17-5p	47411.00	hsa-mir-17	47411.00	47411.00	2449.91
hsa-miR-17-3p	9743.00	hsa-mir-17	9743.00	9743.00	503.46
hsa-miR-181a-5p	313302.00	hsa-mir-181a-1	313302.00	313302.00	16189.51
hsa-miR-181a-3p	18091.00	hsa-mir-181a-1	18091.00	18091.00	934.83
hsa-miR-181a-5p	313281.00	hsa-mir-181a-2	313281.00	313281.00	16188.42
hsa-miR-181a-2-3p	4016.00	hsa-mir-181a-2	4016.00	4016.00	207.52
hsa-miR-181b-5p	75749.00	hsa-mir-181b-1	75749.00	75749.00	3914.24
hsa-miR-181b-3p	1439.00	hsa-mir-181b-1	1439.00	1439.00	74.36
hsa-miR-181b-5p	75616.00	hsa-mir-181b-2	75616.00	75616.00	3907.37
hsa-miR-181b-2-3p	90.00	hsa-mir-181b-2	90.00	90.00	4.65
hsa-miR-181c-5p	8659.00	hsa-mir-181c	8659.00	8659.00	447.44
hsa-miR-181c-3p	1190.00	hsa-mir-181c	1190.00	1190.00	61.49
hsa-miR-181d-5p	2378.00	hsa-mir-181d	2378.00	2378.00	122.88
hsa-miR-181d-3p	6.00	hsa-mir-181d	6.00	6.00	0.31
hsa-miR-182-5p	114671.00	hsa-mir-182	114671.00	114671.00	5925.49
hsa-miR-182-3p	31.00	hsa-mir-182	31.00	31.00	1.60
hsa-miR-1825	0.00	hsa-mir-1825	0.00	0	0
hsa-miR-1827	0.00	hsa-mir-1827	0.00	0	0
hsa-miR-183-5p	13273.00	hsa-mir-183	13273.00	13273.00	685.87
hsa-miR-183-3p	227.00	hsa-mir-183	227.00	227.00	11.73
hsa-miR-184	1.00	hsa-mir-184	1.00	1.00	0.05
hsa-miR-1843	473.00	hsa-mir-1843	473.00	473.00	24.44
hsa-miR-185-5p	473.00	hsa-mir-185	473.00	473.00	24.44
hsa-miR-185-3p	88.00	hsa-mir-185	88.00	88.00	4.55
hsa-miR-186-5p	172436.00	hsa-mir-186	172436.00	172436.00	8910.42
hsa-miR-186-3p	34.00	hsa-mir-186	34.00	34.00	1.76
hsa-miR-187-5p	0.00	hsa-mir-187	0.00	0	0
hsa-miR-187-3p	40.00	hsa-mir-187	40.00	40.00	2.07
hsa-miR-188-5p	541.00	hsa-mir-188	541.00	541.00	27.96
hsa-miR-188-3p	104.00	hsa-mir-188	104.00	104.00	5.37
hsa-miR-18a-5p	6424.00	hsa-mir-18a	6424.00	6424.00	331.95
hsa-miR-18a-3p	2103.00	hsa-mir-18a	2103.00	2103.00	108.67
hsa-miR-18b-5p	21.00	hsa-mir-18b	21.00	21.00	1.09
hsa-miR-18b-3p	2.00	hsa-mir-18b	2.00	2.00	0.10
hsa-miR-1908-5p	340.00	hsa-mir-1908	340.00	340.00	17.57
hsa-miR-1908-3p	333.00	hsa-mir-1908	333.00	333.00	17.21
hsa-miR-1909-5p	5.00	hsa-mir-1909	5.00	5.00	0.26
hsa-miR-1909-3p	3.00	hsa-mir-1909	3.00	3.00	0.16
hsa-miR-190a-5p	777.00	hsa-mir-190a	777.00	777.00	40.15
hsa-miR-190a-3p	8.00	hsa-mir-190a	8.00	8.00	0.41
hsa-miR-190b-5p	39.00	hsa-mir-190b	39.00	39.00	2.02
hsa-miR-190b-3p	0.00	hsa-mir-190b	0.00	0	0
hsa-miR-191-5p	674200.00	hsa-mir-191	674200.00	674200.00	34838.48
hsa-miR-191-3p	502.00	hsa-mir-191	502.00	502.00	25.94
hsa-miR-1910-5p	79.00	hsa-mir-1910	79.00	79.00	4.08
hsa-miR-1910-3p	2.00	hsa-mir-1910	2.00	2.00	0.10
hsa-miR-1911-5p	0.00	hsa-mir-1911	0.00	0	0
hsa-miR-1911-3p	0.00	hsa-mir-1911	0.00	0	0
hsa-miR-1912-5p	0.00	hsa-mir-1912	0.00	0	0
hsa-miR-1912-3p	0.00	hsa-mir-1912	0.00	0	0
hsa-miR-1913	3.00	hsa-mir-1913	3.00	3.00	0.16
hsa-miR-1914-5p	19.00	hsa-mir-1914	19.00	19.00	0.98
hsa-miR-1914-3p	2.00	hsa-mir-1914	2.00	2.00	0.10
hsa-miR-1915-5p	9.00	hsa-mir-1915	9.00	9.00	0.47
hsa-miR-1915-3p	0.00	hsa-mir-1915	0.00	0	0
hsa-miR-192-5p	81211.00	hsa-mir-192	81211.00	81211.00	4196.48
hsa-miR-192-3p	25.00	hsa-mir-192	25.00	25.00	1.29
hsa-miR-193a-5p	2507.00	hsa-mir-193a	2507.00	2507.00	129.55
hsa-miR-193a-3p	2186.00	hsa-mir-193a	2186.00	2186.00	112.96
hsa-miR-193b-5p	83.00	hsa-mir-193b	83.00	83.00	4.29
hsa-miR-193b-3p	3455.00	hsa-mir-193b	3455.00	3455.00	178.53
hsa-miR-194-5p	2215.00	hsa-mir-194-1	2215.00	2215.00	114.46
hsa-miR-194-5p	2242.00	hsa-mir-194-2	2242.00	2242.00	115.85
hsa-miR-194-3p	20.00	hsa-mir-194-2	20.00	20.00	1.03
hsa-miR-195-5p	238.00	hsa-mir-195	238.00	238.00	12.30
hsa-miR-195-3p	115.00	hsa-mir-195	115.00	115.00	5.94
hsa-miR-196a-5p	5804.00	hsa-mir-196a-1	5804.00	5804.00	299.91
hsa-miR-196a-1-3p	2.00	hsa-mir-196a-1	2.00	2.00	0.10
hsa-miR-196a-5p	7461.00	hsa-mir-196a-2	7461.00	7461.00	385.54
hsa-miR-196a-3p	1425.00	hsa-mir-196a-2	1425.00	1425.00	73.64
hsa-miR-196b-5p	2409.00	hsa-mir-196b	2409.00	2409.00	124.48
hsa-miR-196b-3p	50.00	hsa-mir-196b	50.00	50.00	2.58
hsa-miR-197-5p	28.00	hsa-mir-197	28.00	28.00	1.45
hsa-miR-197-3p	4769.00	hsa-mir-197	4769.00	4769.00	246.43
hsa-miR-1972	27.00	hsa-mir-1972-1	27.00	27.00	1.40
hsa-miR-1972	27.00	hsa-mir-1972-2	27.00	27.00	1.40
hsa-miR-1973	0.00	hsa-mir-1973	0.00	0	0
hsa-miR-1976	2.00	hsa-mir-1976	2.00	2.00	0.10
hsa-miR-198	0.00	hsa-mir-198	0.00	0	0
hsa-miR-199a-5p	91.00	hsa-mir-199a-1	91.00	91.00	4.70
hsa-miR-199a-3p	26017.00	hsa-mir-199a-1	26017.00	26017.00	1344.40
hsa-miR-199b-3p	26017.00	hsa-mir-199a-1	26017.00	26017.00	1344.40
hsa-miR-199a-5p	91.00	hsa-mir-199a-2	91.00	91.00	4.70
hsa-miR-199a-3p	26224.00	hsa-mir-199a-2	26224.00	26224.00	1355.09
hsa-miR-199b-3p	26224.00	hsa-mir-199a-2	26224.00	26224.00	1355.09
hsa-miR-199a-3p	26017.00	hsa-mir-199b	26017.00	26017.00	1344.40
hsa-miR-199b-5p	19274.00	hsa-mir-199b	19274.00	19274.00	995.96
hsa-miR-199b-3p	26017.00	hsa-mir-199b	26017.00	26017.00	1344.40
hsa-miR-19a-5p	1206.00	hsa-mir-19a	1206.00	1206.00	62.32
hsa-miR-19a-3p	11508.00	hsa-mir-19a	11508.00	11508.00	594.66
hsa-miR-19b-1-5p	195.00	hsa-mir-19b-1	195.00	195.00	10.08
hsa-miR-19b-3p	22938.00	hsa-mir-19b-1	22938.00	22938.00	1185.29
hsa-miR-19b-3p	22840.00	hsa-mir-19b-2	22840.00	22840.00	1180.23
hsa-miR-19b-2-5p	0.00	hsa-mir-19b-2	0.00	0	0
hsa-miR-200a-5p	18.00	hsa-mir-200a	18.00	18.00	0.93
hsa-miR-200a-3p	81.00	hsa-mir-200a	81.00	81.00	4.19
hsa-miR-200b-5p	1.00	hsa-mir-200b	1.00	1.00	0.05
hsa-miR-200b-3p	481.00	hsa-mir-200b	481.00	481.00	24.86
hsa-miR-200c-5p	5.00	hsa-mir-200c	5.00	5.00	0.26
hsa-miR-200c-3p	221.00	hsa-mir-200c	221.00	221.00	11.42
hsa-miR-202-5p	0.00	hsa-mir-202	0.00	0	0
hsa-miR-202-3p	0.00	hsa-mir-202	0.00	0	0
hsa-miR-203a-5p	0.00	hsa-mir-203a	0.00	0	0
hsa-miR-203a-3p	1.00	hsa-mir-203a	1.00	1.00	0.05
hsa-miR-203b-5p	0.00	hsa-mir-203b	0.00	0	0
hsa-miR-203b-3p	0.00	hsa-mir-203b	0.00	0	0
hsa-miR-204-5p	18119.00	hsa-mir-204	18119.00	18119.00	936.28
hsa-miR-204-3p	31.00	hsa-mir-204	31.00	31.00	1.60
hsa-miR-205-5p	4.00	hsa-mir-205	4.00	4.00	0.21
hsa-miR-205-3p	0.00	hsa-mir-205	0.00	0	0
hsa-miR-2052	0.00	hsa-mir-2052	0.00	0	0
hsa-miR-2053	0.00	hsa-mir-2053	0.00	0	0
hsa-miR-2054	0.00	hsa-mir-2054	0.00	0	0
hsa-miR-206	0.00	hsa-mir-206	0.00	0	0
hsa-miR-208a-5p	0.00	hsa-mir-208a	0.00	0	0
hsa-miR-208a-3p	0.00	hsa-mir-208a	0.00	0	0
hsa-miR-208b-5p	0.00	hsa-mir-208b	0.00	0	0
hsa-miR-208b-3p	2.00	hsa-mir-208b	2.00	2.00	0.10
hsa-miR-20a-5p	51904.00	hsa-mir-20a	51904.00	51904.00	2682.08
hsa-miR-20a-3p	441.00	hsa-mir-20a	441.00	441.00	22.79
hsa-miR-20b-5p	260.00	hsa-mir-20b	260.00	260.00	13.44
hsa-miR-20b-3p	2.00	hsa-mir-20b	2.00	2.00	0.10
hsa-miR-21-5p	642471.00	hsa-mir-21	642471.00	642471.00	33198.92
hsa-miR-21-3p	206563.00	hsa-mir-21	206563.00	206563.00	10673.90
hsa-miR-210-5p	99.00	hsa-mir-210	99.00	99.00	5.12
hsa-miR-210-3p	651.00	hsa-mir-210	651.00	651.00	33.64
hsa-miR-211-5p	13.00	hsa-mir-211	13.00	13.00	0.67
hsa-miR-211-3p	0.00	hsa-mir-211	0.00	0	0
hsa-miR-2110	174.00	hsa-mir-2110	174.00	174.00	8.99
hsa-miR-2113	5.00	hsa-mir-2113	5.00	5.00	0.26
hsa-miR-2114-5p	0.00	hsa-mir-2114	0.00	0	0
hsa-miR-2114-3p	0.00	hsa-mir-2114	0.00	0	0
hsa-miR-2115-5p	1.00	hsa-mir-2115	1.00	1.00	0.05
hsa-miR-2115-3p	3.00	hsa-mir-2115	3.00	3.00	0.16
hsa-miR-2116-5p	12.00	hsa-mir-2116	12.00	12.00	0.62
hsa-miR-2116-3p	123.00	hsa-mir-2116	123.00	123.00	6.36
hsa-miR-2117	0.00	hsa-mir-2117	0.00	0	0
hsa-miR-212-5p	112.00	hsa-mir-212	112.00	112.00	5.79
hsa-miR-212-3p	170.00	hsa-mir-212	170.00	170.00	8.78
hsa-miR-214-5p	6.00	hsa-mir-214	6.00	6.00	0.31
hsa-miR-214-3p	17.00	hsa-mir-214	17.00	17.00	0.88
hsa-miR-215-5p	455.00	hsa-mir-215	455.00	455.00	23.51
hsa-miR-215-3p	0.00	hsa-mir-215	0.00	0	0
hsa-miR-216a-5p	0.00	hsa-mir-216a	0.00	0	0
hsa-miR-216a-3p	1.00	hsa-mir-216a	1.00	1.00	0.05
hsa-miR-216b-5p	0.00	hsa-mir-216b	0.00	0	0
hsa-miR-216b-3p	0.00	hsa-mir-216b	0.00	0	0
hsa-miR-217-5p	0.00	hsa-mir-217	0.00	0	0
hsa-miR-217-3p	1.00	hsa-mir-217	1.00	1.00	0.05
hsa-miR-218-5p	956.00	hsa-mir-218-1	956.00	956.00	49.40
hsa-miR-218-1-3p	5.00	hsa-mir-218-1	5.00	5.00	0.26
hsa-miR-218-5p	939.00	hsa-mir-218-2	939.00	939.00	48.52
hsa-miR-218-2-3p	0.00	hsa-mir-218-2	0.00	0	0
hsa-miR-219a-5p	20.00	hsa-mir-219a-1	20.00	20.00	1.03
hsa-miR-219a-1-3p	54.00	hsa-mir-219a-1	54.00	54.00	2.79
hsa-miR-219a-5p	10.00	hsa-mir-219a-2	10.00	10.00	0.52
hsa-miR-219a-2-3p	15.00	hsa-mir-219a-2	15.00	15.00	0.78
hsa-miR-219b-5p	11.00	hsa-mir-219b	11.00	11.00	0.57
hsa-miR-219b-3p	33.00	hsa-mir-219b	33.00	33.00	1.71
hsa-miR-22-5p	473.00	hsa-mir-22	473.00	473.00	24.44
hsa-miR-22-3p	551141.00	hsa-mir-22	551141.00	551141.00	28479.55
hsa-miR-221-5p	16837.00	hsa-mir-221	16837.00	16837.00	870.03
hsa-miR-221-3p	198088.00	hsa-mir-221	198088.00	198088.00	10235.96
hsa-miR-222-5p	3341.00	hsa-mir-222	3341.00	3341.00	172.64
hsa-miR-222-3p	213920.00	hsa-mir-222	213920.00	213920.00	11054.06
hsa-miR-223-5p	0.00	hsa-mir-223	0.00	0	0
hsa-miR-223-3p	0.00	hsa-mir-223	0.00	0	0
hsa-miR-224-5p	73.00	hsa-mir-224	73.00	73.00	3.77
hsa-miR-224-3p	1.00	hsa-mir-224	1.00	1.00	0.05
hsa-miR-2276-5p	12.00	hsa-mir-2276	12.00	12.00	0.62
hsa-miR-2276-3p	78.00	hsa-mir-2276	78.00	78.00	4.03
hsa-miR-2277-5p	383.00	hsa-mir-2277	383.00	383.00	19.79
hsa-miR-2277-3p	85.00	hsa-mir-2277	85.00	85.00	4.39
hsa-miR-2278	25.00	hsa-mir-2278	25.00	25.00	1.29
hsa-miR-2355-5p	35.00	hsa-mir-2355	35.00	35.00	1.81
hsa-miR-2355-3p	8.00	hsa-mir-2355	8.00	8.00	0.41
hsa-miR-2392	1.00	hsa-mir-2392	1.00	1.00	0.05
hsa-miR-23a-5p	3110.00	hsa-mir-23a	3110.00	3110.00	160.71
hsa-miR-23a-3p	42194.00	hsa-mir-23a	42194.00	42194.00	2180.32
hsa-miR-23b-5p	28.00	hsa-mir-23b	28.00	28.00	1.45
hsa-miR-23b-3p	13572.00	hsa-mir-23b	13572.00	13572.00	701.32
hsa-miR-23c	4.00	hsa-mir-23c	4.00	4.00	0.21
hsa-miR-24-1-5p	106.00	hsa-mir-24-1	106.00	106.00	5.48
hsa-miR-24-3p	19105.00	hsa-mir-24-1	19105.00	19105.00	987.23
hsa-miR-24-3p	18954.00	hsa-mir-24-2	18954.00	18954.00	979.43
hsa-miR-24-2-5p	5929.00	hsa-mir-24-2	5929.00	5929.00	306.37
hsa-miR-2467-5p	377.00	hsa-mir-2467	377.00	377.00	19.48
hsa-miR-2467-3p	7.00	hsa-mir-2467	7.00	7.00	0.36
hsa-miR-25-5p	2303.00	hsa-mir-25	2303.00	2303.00	119.00
hsa-miR-25-3p	103695.00	hsa-mir-25	103695.00	103695.00	5358.31
hsa-miR-2681-5p	16.00	hsa-mir-2681	16.00	16.00	0.83
hsa-miR-2681-3p	1.00	hsa-mir-2681	1.00	1.00	0.05
hsa-miR-2682-5p	47.00	hsa-mir-2682	47.00	47.00	2.43
hsa-miR-2682-3p	12.00	hsa-mir-2682	12.00	12.00	0.62
hsa-miR-26a-5p	257801.00	hsa-mir-26a-1	257801.00	257801.00	13321.56
hsa-miR-26a-1-3p	67.00	hsa-mir-26a-1	67.00	67.00	3.46
hsa-miR-26a-5p	257814.00	hsa-mir-26a-2	257814.00	257814.00	13322.23
hsa-miR-26a-2-3p	484.00	hsa-mir-26a-2	484.00	484.00	25.01
hsa-miR-26b-5p	22351.00	hsa-mir-26b	22351.00	22351.00	1154.96
hsa-miR-26b-3p	247.00	hsa-mir-26b	247.00	247.00	12.76
hsa-miR-27a-5p	5136.00	hsa-mir-27a	5136.00	5136.00	265.40
hsa-miR-27a-3p	812544.00	hsa-mir-27a	812544.00	812544.00	41987.24
hsa-miR-27b-5p	6347.00	hsa-mir-27b	6347.00	6347.00	327.97
hsa-miR-27b-3p	732137.00	hsa-mir-27b	732137.00	732137.00	37832.30
hsa-miR-28-5p	2934.00	hsa-mir-28	2934.00	2934.00	151.61
hsa-miR-28-3p	29949.00	hsa-mir-28	29949.00	29949.00	1547.58
hsa-miR-2861	0.00	hsa-mir-2861	0.00	0	0
hsa-miR-2909	0.00	hsa-mir-2909	0.00	0	0
hsa-miR-296-5p	1122.00	hsa-mir-296	1122.00	1122.00	57.98
hsa-miR-296-3p	767.00	hsa-mir-296	767.00	767.00	39.63
hsa-miR-297	0.00	hsa-mir-297	0.00	0	0
hsa-miR-298	0.00	hsa-mir-298	0.00	0	0
hsa-miR-299-5p	2.00	hsa-mir-299	2.00	2.00	0.10
hsa-miR-299-3p	24.00	hsa-mir-299	24.00	24.00	1.24
hsa-miR-29a-5p	315.00	hsa-mir-29a	315.00	315.00	16.28
hsa-miR-29a-3p	38706.00	hsa-mir-29a	38706.00	38706.00	2000.09
hsa-miR-29b-1-5p	376.00	hsa-mir-29b-1	376.00	376.00	19.43
hsa-miR-29b-3p	2217.00	hsa-mir-29b-1	2217.00	2217.00	114.56
hsa-miR-29b-3p	2216.00	hsa-mir-29b-2	2216.00	2216.00	114.51
hsa-miR-29b-2-5p	15.00	hsa-mir-29b-2	15.00	15.00	0.78
hsa-miR-29c-5p	51.00	hsa-mir-29c	51.00	51.00	2.64
hsa-miR-29c-3p	733.00	hsa-mir-29c	733.00	733.00	37.88
hsa-miR-300	0.00	hsa-mir-300	0.00	0	0
hsa-miR-301a-5p	195.00	hsa-mir-301a	195.00	195.00	10.08
hsa-miR-301a-3p	12941.00	hsa-mir-301a	12941.00	12941.00	668.71
hsa-miR-301b-5p	16.00	hsa-mir-301b	16.00	16.00	0.83
hsa-miR-301b-3p	2162.00	hsa-mir-301b	2162.00	2162.00	111.72
hsa-miR-302a-5p	0.00	hsa-mir-302a	0.00	0	0
hsa-miR-302a-3p	0.00	hsa-mir-302a	0.00	0	0
hsa-miR-302b-5p	0.00	hsa-mir-302b	0.00	0	0
hsa-miR-302b-3p	0.00	hsa-mir-302b	0.00	0	0
hsa-miR-302c-5p	0.00	hsa-mir-302c	0.00	0	0
hsa-miR-302c-3p	0.00	hsa-mir-302c	0.00	0	0
hsa-miR-302d-5p	0.00	hsa-mir-302d	0.00	0	0
hsa-miR-302d-3p	0.00	hsa-mir-302d	0.00	0	0
hsa-miR-302e	0.00	hsa-mir-302e	0.00	0	0
hsa-miR-302f	0.00	hsa-mir-302f	0.00	0	0
hsa-miR-3059-5p	362.00	hsa-mir-3059	362.00	362.00	18.71
hsa-miR-3059-3p	4.00	hsa-mir-3059	4.00	4.00	0.21
hsa-miR-3064-5p	3.00	hsa-mir-3064	3.00	3.00	0.16
hsa-miR-3064-3p	0.00	hsa-mir-3064	0.00	0	0
hsa-miR-3065-5p	835.00	hsa-mir-3065	835.00	835.00	43.15
hsa-miR-3065-3p	840.00	hsa-mir-3065	840.00	840.00	43.41
hsa-miR-3074-5p	110.00	hsa-mir-3074	110.00	110.00	5.68
hsa-miR-3074-3p	110.00	hsa-mir-3074	110.00	110.00	5.68
hsa-miR-3085-5p	0.00	hsa-mir-3085	0.00	0	0
hsa-miR-3085-3p	6.00	hsa-mir-3085	6.00	6.00	0.31
hsa-miR-30a-5p	300984.00	hsa-mir-30a	300984.00	300984.00	15552.99
hsa-miR-30a-3p	10163.00	hsa-mir-30a	10163.00	10163.00	525.16
hsa-miR-30b-5p	30171.00	hsa-mir-30b	30171.00	30171.00	1559.05
hsa-miR-30b-3p	486.00	hsa-mir-30b	486.00	486.00	25.11
hsa-miR-30c-5p	70793.00	hsa-mir-30c-1	70793.00	70793.00	3658.14
hsa-miR-30c-1-3p	523.00	hsa-mir-30c-1	523.00	523.00	27.03
hsa-miR-30c-5p	70818.00	hsa-mir-30c-2	70818.00	70818.00	3659.44
hsa-miR-30c-2-3p	565.00	hsa-mir-30c-2	565.00	565.00	29.20
hsa-miR-30d-5p	202537.00	hsa-mir-30d	202537.00	202537.00	10465.86
hsa-miR-30d-3p	9078.00	hsa-mir-30d	9078.00	9078.00	469.09
hsa-miR-30e-5p	132335.00	hsa-mir-30e	132335.00	132335.00	6838.25
hsa-miR-30e-3p	8927.00	hsa-mir-30e	8927.00	8927.00	461.29
hsa-miR-31-5p	39583.00	hsa-mir-31	39583.00	39583.00	2045.40
hsa-miR-31-3p	785.00	hsa-mir-31	785.00	785.00	40.56
hsa-miR-3115	6.00	hsa-mir-3115	6.00	6.00	0.31
hsa-miR-3116	2.00	hsa-mir-3116-1	2.00	2.00	0.10
hsa-miR-3116	2.00	hsa-mir-3116-2	2.00	2.00	0.10
hsa-miR-3117-5p	0.00	hsa-mir-3117	0.00	0	0
hsa-miR-3117-3p	0.00	hsa-mir-3117	0.00	0	0
hsa-miR-3118	1.00	hsa-mir-3118-1	1.00	1.00	0.05
hsa-miR-3118	1.00	hsa-mir-3118-2	1.00	1.00	0.05
hsa-miR-3118	1.00	hsa-mir-3118-3	1.00	1.00	0.05
hsa-miR-3118	1.00	hsa-mir-3118-4	1.00	1.00	0.05
hsa-miR-3119	4.00	hsa-mir-3119-1	4.00	4.00	0.21
hsa-miR-3119	4.00	hsa-mir-3119-2	4.00	4.00	0.21
hsa-miR-3120-5p	1.00	hsa-mir-3120	1.00	1.00	0.05
hsa-miR-3120-3p	29.00	hsa-mir-3120	29.00	29.00	1.50
hsa-miR-3121-5p	0.00	hsa-mir-3121	0.00	0	0
hsa-miR-3121-3p	1.00	hsa-mir-3121	1.00	1.00	0.05
hsa-miR-3122	1.00	hsa-mir-3122	1.00	1.00	0.05
hsa-miR-3123	0.00	hsa-mir-3123	0.00	0	0
hsa-miR-3124-5p	1.00	hsa-mir-3124	1.00	1.00	0.05
hsa-miR-3124-3p	0.00	hsa-mir-3124	0.00	0	0
hsa-miR-3125	4.00	hsa-mir-3125	4.00	4.00	0.21
hsa-miR-3126-5p	8.00	hsa-mir-3126	8.00	8.00	0.41
hsa-miR-3126-3p	6.00	hsa-mir-3126	6.00	6.00	0.31
hsa-miR-3127-5p	0.00	hsa-mir-3127	0.00	0	0
hsa-miR-3127-3p	10.00	hsa-mir-3127	10.00	10.00	0.52
hsa-miR-3128	3.00	hsa-mir-3128	3.00	3.00	0.16
hsa-miR-3129-5p	6.00	hsa-mir-3129	6.00	6.00	0.31
hsa-miR-3129-3p	60.00	hsa-mir-3129	60.00	60.00	3.10
hsa-miR-3130-5p	15.00	hsa-mir-3130-1	15.00	15.00	0.78
hsa-miR-3130-3p	13.00	hsa-mir-3130-1	13.00	13.00	0.67
hsa-miR-3130-5p	17.00	hsa-mir-3130-2	17.00	17.00	0.88
hsa-miR-3130-3p	13.00	hsa-mir-3130-2	13.00	13.00	0.67
hsa-miR-3131	5.00	hsa-mir-3131	5.00	5.00	0.26
hsa-miR-3132	0.00	hsa-mir-3132	0.00	0	0
hsa-miR-3133	7.00	hsa-mir-3133	7.00	7.00	0.36
hsa-miR-3134	4.00	hsa-mir-3134	4.00	4.00	0.21
hsa-miR-3135a	0.00	hsa-mir-3135a	0.00	0	0
hsa-miR-3135b	0.00	hsa-mir-3135b	0.00	0	0
hsa-miR-3136-5p	26.00	hsa-mir-3136	26.00	26.00	1.34
hsa-miR-3136-3p	1.00	hsa-mir-3136	1.00	1.00	0.05
hsa-miR-3137	0.00	hsa-mir-3137	0.00	0	0
hsa-miR-3138	4.00	hsa-mir-3138	4.00	4.00	0.21
hsa-miR-3139	15.00	hsa-mir-3139	15.00	15.00	0.78
hsa-miR-3140-5p	3.00	hsa-mir-3140	3.00	3.00	0.16
hsa-miR-3140-3p	5.00	hsa-mir-3140	5.00	5.00	0.26
hsa-miR-3141	15.00	hsa-mir-3141	15.00	15.00	0.78
hsa-miR-3142	3.00	hsa-mir-3142	3.00	3.00	0.16
hsa-miR-3142	3.00	hsa-mir-3142	3.00	3.00	0.16
hsa-miR-3143	11.00	hsa-mir-3143	11.00	11.00	0.57
hsa-miR-3144-5p	55.00	hsa-mir-3144	55.00	55.00	2.84
hsa-miR-3144-3p	19.00	hsa-mir-3144	19.00	19.00	0.98
hsa-miR-3145-5p	6.00	hsa-mir-3145	6.00	6.00	0.31
hsa-miR-3145-3p	0.00	hsa-mir-3145	0.00	0	0
hsa-miR-3146	2.00	hsa-mir-3146	2.00	2.00	0.10
hsa-miR-3147	0.00	hsa-mir-3147	0.00	0	0
hsa-miR-3148	0.00	hsa-mir-3148	0.00	0	0
hsa-miR-3149	2.00	hsa-mir-3149	2.00	2.00	0.10
hsa-miR-3150a-5p	10.00	hsa-mir-3150a	10.00	10.00	0.52
hsa-miR-3150a-3p	8.00	hsa-mir-3150a	8.00	8.00	0.41
hsa-miR-3150b-5p	0.00	hsa-mir-3150b	0.00	0	0
hsa-miR-3150b-3p	4.00	hsa-mir-3150b	4.00	4.00	0.21
hsa-miR-3151-5p	0.00	hsa-mir-3151	0.00	0	0
hsa-miR-3151-3p	0.00	hsa-mir-3151	0.00	0	0
hsa-miR-3152-5p	3.00	hsa-mir-3152	3.00	3.00	0.16
hsa-miR-3152-3p	0.00	hsa-mir-3152	0.00	0	0
hsa-miR-3153	0.00	hsa-mir-3153	0.00	0	0
hsa-miR-3154	32.00	hsa-mir-3154	32.00	32.00	1.65
hsa-miR-3155a	2.00	hsa-mir-3155a	2.00	2.00	0.10
hsa-miR-3155b	2.00	hsa-mir-3155a	2.00	2.00	0.10
hsa-miR-3155b	0.00	hsa-mir-3155b	0.00	0	0
hsa-miR-3156-5p	0.00	hsa-mir-3156-1	0.00	0	0
hsa-miR-3156-3p	0.00	hsa-mir-3156-1	0.00	0	0
hsa-miR-3156-5p	0.00	hsa-mir-3156-2	0.00	0	0
hsa-miR-3156-3p	0.00	hsa-mir-3156-2	0.00	0	0
hsa-miR-3156-5p	0.00	hsa-mir-3156-3	0.00	0	0
hsa-miR-3157-5p	18.00	hsa-mir-3157	18.00	18.00	0.93
hsa-miR-3157-3p	41.00	hsa-mir-3157	41.00	41.00	2.12
hsa-miR-3158-5p	0.00	hsa-mir-3158-1	0.00	0	0
hsa-miR-3158-3p	301.00	hsa-mir-3158-1	301.00	301.00	15.55
hsa-miR-3158-5p	0.00	hsa-mir-3158-2	0.00	0	0
hsa-miR-3158-3p	301.00	hsa-mir-3158-2	301.00	301.00	15.55
hsa-miR-3159	7.00	hsa-mir-3159	7.00	7.00	0.36
hsa-miR-3160-5p	0.00	hsa-mir-3160-1	0.00	0	0
hsa-miR-3160-3p	10.00	hsa-mir-3160-1	10.00	10.00	0.52
hsa-miR-3160-5p	0.00	hsa-mir-3160-2	0.00	0	0
hsa-miR-3160-3p	10.00	hsa-mir-3160-2	10.00	10.00	0.52
